ID,単語 Word,発音記号,品詞,難易度 CEFR,カテゴリ,日本語訳,例文 Example,例文訳,語源・語根,接頭辞,類義語 Synonyms,反義語 Antonyms,IELTS頻度,英検頻度,大学入試頻度,総合優先度
1525,respectively,,名/他,,IELTS VOCAB,それぞれ,The UX designer documented the respectively in the design review so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、デザインレビューに関するそれぞれを記録した。,,,,,★★☆,,,🟠 重要
1526,alongside,,動/句,,IELTS VOCAB,〜と並んで；〜と一緒に,The UX designer documented the alongside in the prototype test so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、プロトタイプテストに関すると並んで、〜と一緒にを記録した。,,,,,★★☆,,,🟠 重要
1527,presumably,,名/他,,IELTS VOCAB,おそらく；推定では,"The UX designer used the term ""presumably"" when describing how to improve the content guideline.",UXデザイナーは、コンテンツガイドラインを改善する方法を説明する際に「presumably」という語を使った。,,,,,★★☆,,,🟠 重要
1528,earnings,,名/他,,IELTS VOCAB,収入；賃金,The UX designer documented the earnings in the accessibility audit so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、アクセシビリティ監査に関する収入、賃金を記録した。,,,,,★★☆,,,🟠 重要
1529,statistics,,名/他,,IELTS VOCAB,統計；統計学,The UX designer documented the statistics in the navigation model so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、ナビゲーションモデルに関する統計、統計学を記録した。,,,,,★★☆,,,🟠 重要
1530,ownership,,名/他,,IELTS VOCAB,所有権；所有,The UX designer documented the ownership in the dashboard layout so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、ダッシュボードレイアウトに関する所有権、所有を記録した。,,,,,★★☆,,,🟠 重要
1532,inevitably,,形,,IELTS VOCAB,必然的に；避けられず,The UX designer wrote a inevitably note about the error message in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、エラーメッセージについて「必然的に、避けられず」という意味合いのメモを書いた。,,,,,★★☆,,,🟠 重要
1533,perspective,,名/他,,IELTS VOCAB,視点；展望,The UX designer documented the perspective in the confirmation screen so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、確認画面に関する視点、展望を記録した。,,,,,★★☆,,,🟠 重要
1534,clinical,,形,,IELTS VOCAB,臨床の；冷静な,The UX designer wrote a clinical note about the mobile form in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、モバイルフォームについて「臨床の、冷静な」という意味合いのメモを書いた。,,,,,★★☆,,,🟠 重要
1535,theoretical,,形,,IELTS VOCAB,理論的な,The UX designer wrote a theoretical note about the design system in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、デザインシステムについて「理論的な」という意味合いのメモを書いた。,,,,,★★☆,,,🟠 重要
1536,residential,,名/他,,IELTS VOCAB,住宅の；居住の,The UX designer documented the residential in the onboarding flow so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、オンボーディングフローに関する住宅の、居住のを記録した。,,,,,★★☆,,,🟠 重要
1537,certificate,,名/他,,IELTS VOCAB,証明書；資格,The UX designer documented the certificate in the checkout form so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、チェックアウトフォームに関する証明書、資格を記録した。,,,,,★★☆,,,🟠 重要
1538,turnover,,名/他,,IELTS VOCAB,売上高；離職率,The UX designer documented the turnover in the settings page so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、設定画面に関する売上高、離職率を記録した。,,,,,★★☆,,,🟠 重要
1539,furthermore,,名/他,,IELTS VOCAB,さらに；その上,The UX designer documented the furthermore in the account setup flow so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、アカウント設定フローに関するさらに、その上を記録した。,,,,,★★☆,,,🟠 重要
1540,considerably,,形,,IELTS VOCAB,かなり；相当に,The UX designer wrote a considerably note about the research summary in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、リサーチ要約について「かなり、相当に」という意味合いのメモを書いた。,,,,,★★☆,,,🟠 重要
1541,ratio,,名/他,,IELTS VOCAB,比率；割合,The UX designer documented the ratio in the design review so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、デザインレビューに関する比率、割合を記録した。,,,,,★★☆,,,🟠 重要
1543,deliberately,,名/他,,IELTS VOCAB,故意に；慎重に,The UX designer documented the deliberately in the content guideline so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、コンテンツガイドラインに関する故意に、慎重にを記録した。,,,,,★★☆,,,🟠 重要
1544,assess,,動/句,,IELTS VOCAB,評価する；査定する,"The UX designer used the term ""assess"" when describing how to improve the accessibility audit.",UXデザイナーは、アクセシビリティ監査を改善する方法を説明する際に「assess」という語を使った。,,,,,★★☆,,,🟠 重要
1545,formula,,名/他,,IELTS VOCAB,公式；処方,The UX designer documented the formula in the navigation model so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、ナビゲーションモデルに関する公式、処方を記録した。,,,,,★★☆,,,🟠 重要
1546,expertise,,名/他,,IELTS VOCAB,専門知識；専門技術,The UX designer documented the expertise in the dashboard layout so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、ダッシュボードレイアウトに関する専門知識、専門技術を記録した。,,,,,★★☆,,,🟠 重要
1547,collective,,形,,IELTS VOCAB,集団的な；共同体,The UX designer wrote a collective note about the support article in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、サポート記事について「集団的な、共同体」という意味合いのメモを書いた。,,,,,★★☆,,,🟠 重要
1548,binding,,名/他,,IELTS VOCAB,拘束力のある；製本,The UX designer wrote a binding note about the error message in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、エラーメッセージについて「拘束力のある、製本」という意味合いのメモを書いた。,,,,,★★☆,,,🟠 重要
